TAS7x00 Report File,,,,,,,
Report Date Time:,2018/11/08 21:19:08 GMT +08:00,,,,,,
,,,,,,,
212,1.823425,16.09473,,,,,
213,1.831055,16.2183,,,,,
214,1.838684,17.94972,,,,,
215,1.846313,16.77186,,,,,
216,1.853943,17.37651,,,,,
217,1.861572,16.73657,,,,,
218,1.869202,17.46956,,,,,
219,1.876831,17.45023,,,,,
220,1.88446,16.63793,,,,,
221,1.89209,17.99489,,,,,
222,1.899719,17.58196,,,,,
223,1.907349,18.82061,,,,,
224,1.914978,18.47409,,,,,
225,1.922607,19.96015,,,,,
226,1.930237,17.96337,,,,,
227,1.937866,17.1378,,,,,
228,1.945496,18.52603,,,,,
229,1.953125,18.36318,,,,,
230,1.960754,18.24198,,,,,
231,1.968384,19.30398,,,,,
232,1.976013,19.03951,,,,,
233,1.983643,19.2784,,,,,
234,1.991272,18.81214,,,,,
235,1.998901,21.96164,,,,,
236,2.006531,19.98942,,,,,
237,2.01416,21.96895,,,,,
238,2.02179,19.64032,,,,,
239,2.029419,19.84082,,,,,
240,2.037048,19.22281,,,,,
241,2.044678,20.67093,,,,,
242,2.052307,18.77303,,,,,
243,2.059937,19.2937,,,,,
244,2.067566,19.41507,,,,,
245,2.075195,19.76307,,,,,
246,2.082825,20.59615,,,,,
247,2.090454,21.24819,,,,,
248,2.098083,21.01204,,,,,
249,2.105713,22.30873,,,,,
250,2.113342,20.61944,,,,,
251,2.120972,21.40609,,,,,
252,2.128601,20.62195,,,,,
253,2.13623,20.65877,,,,,
254,2.14386,21.96528,,,,,
255,2.151489,22.06624,,,,,
256,2.159119,19.06273,,,,,
257,2.166748,28.80688,,,,,
258,2.174377,22.89452,,,,,
259,2.182007,20.46302,,,,,
260,2.189636,22.06141,,,,,
261,2.197266,18.65657,,,,,
262,2.204895,29.06893,,,,,
263,2.212524,21.54017,,,,,
264,2.220154,23.86475,,,,,
265,2.227783,24.44251,,,,,
266,2.235413,21.98134,,,,,
267,2.243042,20.58423,,,,,
268,2.250671,21.09138,,,,,
269,2.258301,22.39498,,,,,
270,2.26593,26.32775,,,,,
271,2.27356,24.38745,,,,,
272,2.281189,27.5064,,,,,
273,2.288818,23.15064,,,,,
274,2.296448,24.13527,,,,,
275,2.304077,25.35327,,,,,
276,2.311707,22.51306,,,,,
277,2.319336,21.66684,,,,,
278,2.326965,20.64849,,,,,
279,2.334595,24.38395,,,,,
280,2.342224,21.86685,,,,,
281,2.349854,25.04654,,,,,
282,2.357483,27.58482,,,,,
283,2.365112,18.51528,,,,,
284,2.372742,22.07995,,,,,
285,2.380371,23.97251,,,,,
286,2.388,26.63477,,,,,
287,2.39563,20.79155,,,,,
288,2.403259,21.8986,,,,,
289,2.410889,25.87872,,,,,
290,2.418518,25.1586,,,,,
291,2.426147,22.42098,,,,,
292,2.433777,26.96093,,,,,
293,2.441406,24.83872,,,,,
294,2.449036,22.66694,,,,,
295,2.456665,20.74262,,,,,
296,2.464294,28.0172,,,,,
297,2.471924,29.95742,,,,,
298,2.479553,25.7466,,,,,
299,2.487183,27.66236,,,,,
300,2.494812,21.44962,,,,,
301,2.502441,23.94278,,,,,
302,2.510071,20.9503,,,,,
303,2.5177,27.78387,,,,,
304,2.52533,23.02892,,,,,
305,2.532959,22.43562,,,,,
306,2.540588,26.05803,,,,,
307,2.548218,29.11098,,,,,
308,2.555847,32.96742,,,,,
309,2.563477,29.06606,,,,,
310,2.571106,35.18006,,,,,
311,2.578735,23.11139,,,,,
312,2.586365,22.26651,,,,,
313,2.593994,21.58068,,,,,
314,2.601624,29.88736,,,,,
315,2.609253,20.16562,,,,,
316,2.616882,21.25134,,,,,
317,2.624512,26.27216,,,,,
318,2.632141,20.62519,,,,,
319,2.639771,15.28634,,,,,
320,2.6474,17.62129,,,,,
321,2.655029,22.48291,,,,,
322,2.662659,24.72719,,,,,
323,2.670288,23.19174,,,,,
324,2.677917,22.58563,,,,,
325,2.685547,27.2608,,,,,
326,2.693176,20.60229,,,,,
327,2.700806,21.00741,,,,,
328,2.708435,29.5684,,,,,
329,2.716064,35.20442,,,,,
330,2.723694,22.78141,,,,,
331,2.731323,34.38897,,,,,
332,2.738953,22.80738,,,,,
333,2.746582,24.01179,,,,,
334,2.754211,23.58442,,,,,
335,2.761841,21.4987,,,,,
336,2.76947,17.39903,,,,,
337,2.7771,17.50244,,,,,
338,2.784729,20.47389,,,,,
339,2.792358,21.1786,,,,,
340,2.799988,20.92105,,,,,
341,2.807617,22.37536,,,,,
342,2.815247,19.01559,,,,,
343,2.822876,27.74383,,,,,
344,2.830505,17.26096,,,,,
345,2.838135,20.39352,,,,,
346,2.845764,28.07652,,,,,
347,2.853394,29.05256,,,,,
348,2.861023,20.17504,,,,,
349,2.868652,22.37598,,,,,
350,2.876282,28.00718,,,,,
351,2.883911,34.59705,,,,,
352,2.891541,24.88495,,,,,
353,2.89917,26.21248,,,,,
354,2.906799,31.62866,,,,,
355,2.914429,20.25994,,,,,
356,2.922058,19.52858,,,,,
357,2.929687,34.99909,,,,,
358,2.937317,25.2636,,,,,
359,2.944946,31.45821,,,,,
360,2.952576,29.7511,,,,,
361,2.960205,17.39345,,,,,
362,2.967834,21.32306,,,,,
363,2.975464,19.01291,,,,,
364,2.983093,18.30372,,,,,
365,2.990723,18.80415,,,,,
366,2.998352,30.65407,,,,,
