TAS7x00 Report File,,,,,,,
275,0.55,9.59E-05,-0.000482913,,,,
276,0.552,8.97E-05,-0.000465031,,,,
277,0.554,8.49E-05,-0.000505085,,,,
278,0.556,9.83E-05,-0.000520583,,,,
279,0.558,9.59E-05,-0.000512715,,,,
280,0.56,6.34E-05,-0.000538464,,,,
281,0.562,0.000100636,-0.000539895,,,,
282,0.564,0.000144982,-0.000581379,,,,
283,0.566,0.000118756,-0.000599738,,,,
284,0.568,0.000124001,-0.00059187,,,,
285,0.57,0.00017693,-0.000594731,,,,
286,0.572,0.00016787,-0.000616189,,,,
287,0.574,0.000240826,-0.000601407,,,,
288,0.576,0.000255608,-0.000623818,,,,
289,0.578,0.000286126,-0.000626202,,,,
290,0.58,0.000257039,-0.000626202,,,,
291,0.582,0.000275158,-0.000637646,,,,
292,0.584,0.000243687,-0.000632401,,,,
293,0.586,0.000219368,-0.000619288,,,,
294,0.588,0.000209832,-0.000612612,,,,
295,0.59,0.000211739,-0.000588532,,,,
296,0.592,0.00017836,-0.000583764,,,,
297,0.594,0.000194573,-0.000542279,,,,
298,0.596,0.000179314,-0.000536318,,,,
299,0.598,0.000176453,-0.000515814,,,,
300,0.6,0.000177884,-0.000446673,,,,
301,0.602,0.000193142,-0.000434275,,,,
302,0.604,0.000196957,-0.000403519,,,,
303,0.606,0.000175976,-0.000395651,,,,
304,0.608,0.000208401,-0.000387545,,,,
305,0.61,0.000174546,-0.000337954,,,,
306,0.612,0.000193142,-0.00034153,,,,
307,0.614,0.000172638,-0.000338908,,,,
308,0.616,0.00017693,-0.000334855,,,,
309,0.618,0.000134968,-0.000339861,,,,
310,0.62,9.63E-05,-0.000313874,,,,
311,0.622,9.97E-05,-0.000314589,,,,
312,0.624,2.15E-05,-0.000309344,,,,
313,0.626,-9.99E-06,-0.000349637,,,,
314,0.628,3.39E-05,-0.000325795,,,,
315,0.63,5.72E-05,-0.000352021,,,,
316,0.632,3.91E-05,-0.000334139,,,,
317,0.634,3.91E-05,-0.000284548,,,,
318,0.636,3.72E-05,-0.000285025,,,,
319,0.638,-4.10E-05,-0.000266667,,,,
320,0.64,-9.51E-06,-0.000251647,,,,
321,0.642,7.65E-06,-0.000217553,,,,
322,0.644,3.24E-05,-0.000244494,,,,
323,0.646,5.92E-05,-0.000259753,,,,
324,0.648,7.20E-05,-0.000261899,,,,
325,0.65,0.00011065,-0.000290032,,,,
326,0.652,8.30E-05,-0.000292655,,,,
327,0.654,9.40E-05,-0.000311966,,,,
328,0.656,6.49E-05,-0.000316258,,,,
329,0.658,5.01E-05,-0.000331994,,,,
330,0.66,2.58E-05,-0.000347252,,,,
331,0.662,2.34E-05,-0.000344868,,,,
332,0.664,6.44E-05,-0.000373478,,,,
333,0.666,3.67E-05,-0.000394459,,,,
334,0.668,4.96E-05,-0.000402804,,,,
335,0.67,3.05E-05,-0.000407334,,,,
336,0.672,2.88E-06,-0.000408049,,,,
337,0.674,3.20E-05,-0.000402804,,,,
338,0.676,3.48E-05,-0.000393506,,,,
339,0.678,3.77E-05,-0.000402804,,,,
340,0.68,6.70E-06,-0.000407811,,,,
341,0.682,1.34E-05,-0.000396367,,,,
342,0.684,4.63E-05,-0.000376578,,,,
343,0.686,2.34E-05,-0.000391598,,,,
344,0.688,3.77E-05,-0.000372286,,,,
345,0.69,-9.04E-06,-0.000365372,,,,
346,0.692,-2.05E-05,-0.000370141,,,,
347,0.694,1.00E-05,-0.000343199,,,,
348,0.696,2.15E-05,-0.0003401,,,,
349,0.698,4.25E-05,-0.000348921,,,,
350,0.7,4.58E-05,-0.000346537,,,,
351,0.702,5.44E-05,-0.000345345,,,,
352,0.704,3.82E-05,-0.000383969,,,,
353,0.706,6.11E-05,-0.000364895,,,,
354,0.708,5.96E-05,-0.000357743,,,,
355,0.71,7.11E-05,-0.000340577,,,,
356,0.712,9.83E-05,-0.000353213,,,,
357,0.714,5.72E-05,-0.000353451,,,,
358,0.716,5.53E-05,-0.000350113,,,,
359,0.718,3.29E-05,-0.000327464,,,,
360,0.72,4.82E-05,-0.000348683,,,,
361,0.722,7.01E-05,-0.000348444,,,,
362,0.724,9.54E-05,-0.000368233,,,,
363,0.726,7.11E-05,-0.000372286,,,,
364,0.728,2.34E-05,-0.000375386,,,,
365,0.73,7.92E-05,-0.0003792,,,,
366,0.732,6.68E-05,-0.000356789,,,,
367,0.734,8.25E-05,-0.000326272,,,,
368,0.736,9.54E-05,-0.000341053,,,,
369,0.738,0.000108265,-0.00036275,,,,
370,0.74,9.35E-05,-0.000337239,,,,
371,0.742,0.000109696,-0.00034606,,,,
372,0.744,0.000115895,-0.000363226,,,,
373,0.746,9.83E-05,-0.000375624,,,,
374,0.748,2.39E-05,-0.000350352,,,,
375,0.75,8.49E-05,-0.00035512,,,,
376,0.752,2.88E-06,-0.00030839,,,,
377,0.754,-2.00E-05,-0.000276919,,,,
378,0.756,-5.00E-05,-0.000276919,,,,
379,0.758,-7.10E-05,-0.000263567,,,,
380,0.76,-0.000101543,-0.000247117,,,,
381,0.762,-9.58E-05,-0.000276204,,,,
382,0.764,-0.000142074,-0.000314589,,,,
